caseid,sender,target,startdate,terdate,defactoter,ongoing,gradual,expiry,review,measures,goals,adaptgoal,targetsalience,sendersalience,requirementter,outcome,negotiations,costsender,instinvestment,costtarget,multilateralism,datasets,comment,sourceimp,sourceter
USA_JOR_91,2,663,10.04.1991,23.08.1994,,0,1,0,0,"AS, IM",Other,0,0,1,Ambiguous,Target partial acquiescence,1,Minor,0,Major,USA,EUSANCT/HSE,,https://www.govinfo.gov/content/pkg/STATUTE-105/pdf/STATUTE-105-Pg130.pdf,https://www.govinfo.gov/content/pkg/STATUTE-108/pdf/STATUTE-108-Pg1608.pdf
LOAS_ISR_48,3450,666,14.05.1948,,,1,0,0,0,"TE, FS, DS, OE","HR, AC",0,1,1,Clear ,Blank,0,Blank,1,Minor,RO,HSE,"Declaration on December 2, 1945 to boycott Israeli products",https://www.refworld.org/pdfid/59c37d214.pdf,
USA_ISR_03,2,666,26.11.2003,18.04.2005,,0,0,0,0,AS,"CB, Other",0,0,0,Clear ,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT/TIES,,https://2001-2009.state.gov/r/pa/prs/dpb/2003/26718.htm,https://2001-2009.state.gov/r/pa/prs/ps/2005/44852.htm
USA_ISR_04,2,666,01.12.2004,16.08.2005,,0,0,missing,missing,"AE, IM",Other,0,0,0,Clear ,"Negotiated settlement, Target partial acquiescence",1,Minor,0,Minor,USA,EUSANCT/TIES,,https://www.theguardian.com/world/2005/jun/13/usa.israel,https://www.un.org/unispal/document/auto-insert-196575/
USA_SAU_16,2,670,13.12.2016,,20.05.2017,1,0,0,0,"AE, IM",AC,0,0,0,Ambiguous,Blank,1,Minor,0,Minor,USA,IST,,https://www.reuters.com/article/us-usa-saudiarabia-yemen-exclusive-idUSKBN1421UK,https://www.whitehouse.gov/articles/president-trump-king-salman-sign-arms-deal/
USA_SAU_18,2,670,15.11.2018,,,1,0,0,0,AF,HR,0,1,0,Ambiguous,Blank,1,Minor,0,Minor,USA,IST,,https://www.state.gov/global-magnitsky-sanctions-on-individuals-involved-in-the-killing-of-jamal-khashoggi/,
UN_YEM_14,4400,679,26.02.2014,,,1,0,1,1,"TB, AF, AE","DM, HR",0,1,0,Clear ,Blank,0,Blank,1,Minor,UN,EUSANCT,,http://unscr.com/en/resolutions/2140,
USA_YEM_15_a,2,679,29.09.2015,,,1,1,0,1,"AS, AE, IM","HR, AC",0,0,0,Ambiguous,Blank,0,Minor,1,Minor,USA,EUSANCT,Child Soldiers Prevention Act,https://www.federalregister.gov/documents/2015/10/16/2015-26491/determination-with-respect-to-the-child-soldiers-prevention-act-of-2008,
USA_YEM_15_b,2,679,05.10.2015,27.09.2016,,0,0,0,1,AS,HR,0,0,0,Clear,Sender capitulation,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2015/10/16/2015-26496/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,https://www.federalregister.gov/documents/2016/10/11/2016-24734/presidential-determination-on-foreign-governments-efforts-regarding-trafficking-in-persons
USA_YEM_17,2,679,27.01.2017,,,1,1,1,1,TB,CT,0,0,1,Ambiguous,Blank,1,Minor,0,Minor,USA,IST,"""Muslim ban"" ",https://www.federalregister.gov/documents/2017/02/01/2017-02281/protecting-the-nation-from-foreign-terrorist-entry-into-the-united-states,
USA_YEM_91,2,679,22.05.1991,03.07.2012,,0,1,0,0,"AS, FS, AE, IM",Other,0,1,0,Ambiguous,"Negotiated settlement, Target partial acquiescence",1,Minor,0,Major,USA,EUSANCT/HSE,,https://babel.hathitrust.org/cgi/pt?id=umn.31951p001858863;view=1up;seq=419,https://www.federalregister.gov/documents/2012/07/03/2012-16283/amendment-to-the-international-traffic-in-arms-regulations-yemen
EU_AFG_96,1830,700,17.12.1996,27.05.2002,,0,0,0,1,"AE, FB, AF, TB","HR, CT, AC, DT",1,1,0,Clear ,Stalemate,0,Blank,0,Minor,EU – UN – USA,EUSANCT,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31996E0746&from=en,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32002E0402&from=EN
UN_AFG_99,4400,700,14.11.1999,16.01.2002,,0,0,1,1,"CE, AE, IM, FB, AF, TB, DS","HR, CT, DT, CB, AC",1,1,1,Clear ,Stalemate,0,Blank,1,Major,EU – UN – USA,EUSANCT/TIES/HSE,,https://www.undocs.org/S/RES/1267%20(1999),https://www.undocs.org/S/RES/1390%20(2002)
USA_AFG_79,2,700,14.08.1979,02.07.2002,,0,1,0,0,"AE, CE, FS, AS, DS","DM, AC, Other",1,1,1,Clear,Stalemate,0,Minor,0,Minor,EU – UN – USA,EUSANCT/TIES/HSE,,"https://www.congress.gov/bill/96th-congress/house-bill/3324;
https://www.govinfo.gov/content/pkg/FR-1986-02-04/pdf/FR-1986-02-04.pdf#page=1",https://georgewbush-whitehouse.archives.gov/news/releases/2002/07/20020703-1.html
USA_AFG_87,2,700,02.03.1987,31.03.1993,,0,0,0,1,"AS, FS",DT,0,0,0,Clear,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT,Drug Trafficking,https://www.ncjrs.gov/pdffiles1/Digitization/112882NCJRS.pdf,https://www.presidency.ucsb.edu/documents/memorandum-certification-for-major-narcotics-producing-and-transit-countries-0
USA_AFG_95,2,700,28.02.1995,23.02.2002,,0,0,0,1,"AS, FS",DT,0,0,0,Clear,Sender capitulation,0,Minor,0,Minor,EU – UN – USA,EUSANCT/TIES,Drug Trafficking,https://www.presidency.ucsb.edu/documents/memorandum-narcotics-producing-and-transit-countries-0,https://2009-2017.state.gov/j/inl/rls/rpt/8471.htm
USA_AFG_97,2,700,09.05.1997,15.05.2002,,0,1,0,1,"AE, AF, FS, TE, AS, FB",CT,0,1,1,Clear,Stalemate,1,Minor,0,Minor,EU – UN – USA,EUSANCT/TIES/HSE,,https://www.govinfo.gov/content/pkg/FR-1997-05-22/pdf/97-13382.pdf,https://www.govinfo.gov/content/pkg/FR-2002-05-22/pdf/02-12826.pdf
EU_TAJ_97,1830,702,17.11.1997,10.12.2001,,0,0,0,1,AS,DM,0,0,0,Clear ,Target partial acquiescence,0,Blank,0,Minor,EU,EUSANCT,,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31997D0787&qid=1554721795275&from=EN;
https://ec.europa.eu/commission/presscorner/detail/en/pres_97_344",https://ec.europa.eu/commission/presscorner/detail/en/pres_01_460
EU_UZB_05,1830,704,03.10.2005,13.11.2009,,0,1,1,0,"IM, TB, AE","DM, HR",1,1,1,Clear ,Target partial acquiescence,1,Blank,0,Minor,EU – USA,EUSANCT/TIES/HSE,Germany pushed for termination,"https://ec.europa.eu/commission/presscorner/detail/en/pres_05_242;
https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2005:299:FULL&from=DE",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32009R1227&from=en
USA_UZB_04,2,704,13.07.2004,18.01.2012,,0,1,0,0,"AS, IM, TB, AE","DM, HR",0,0,1,Clear ,Target partial acquiescence,1,Minor,0,Minor,EU – USA,EUSANCT/TIES/HSE,,https://2001-2009.state.gov/r/pa/prs/ps/2004/34363.htm; https://www.govinfo.gov/content/pkg/PLAW-112publ74/pdf/PLAW-112publ74.pdf,https://2009-2017.state.gov/r/pa/prs/dpb/2012/02/182998.htm?fbclid=IwAR1RlcYTN4U2RNB_jQ3TtGVr4O376XyFSAUvJ_AePGql_Ye7tAVE6Gp4Ibg
EEC_CHN_89,"1653, 1830",710,27.06.1989,,,1,1,0,0,"AE, IM, DS","DM, HR",0,1,0,Clear ,Blank,0,Blank,0,Minor,EU – USA,EUSANCT/TIES/HSE,,https://www.consilium.europa.eu/media/20589/1989_june_-_madrid__eng_.pdf,
USA_CHN_18_a,2,710,20.09.2018,,,1,0,0,0,"AF, FS, CE, TB",WM,0,0,0,Clear ,Blank,1,Minor,0,Minor,USA,IST,,https://www.federalregister.gov/documents/2018/10/05/2018-21684/notice-of-department-of-state-sanctions-actions-pursuant-to-section-231a-of-the-countering-americas,
USA_CHN_18_b,2,710,29.11.2018,,,1,0,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2018/12/20/2018-27696/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking,
USA_CHN_89,2,710,05.06.1989,,,1,1,0,0,"AE, IM",HR,0,1,0,Ambiguous,Blank,0,Minor,0,Minor,EU – USA,EUSANCT/TIES/HSE,,"https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-45; 
https://www.congress.gov/bill/101st-congress/house-bill/3792/text",
USA_CHN_91,2,710,25.06.1991,01.03.1992,,0,0,1,0,AE,WM,0,0,0,Clear ,"Negotiated settlement, Target complete acquiescence",1,Minor,0,Minor,USA,EUSANCT,,https://www.govinfo.gov/content/pkg/FR-1991-07-17/pdf/FR-1991-07-17.pdf,https://2001-2009.state.gov/t/isn/c15232.htm
USA_CHN_93,2,710,24.08.1993,01.11.1994,,0,0,1,0,AE,WM,0,0,0,Clear ,"Negotiated settlement, Target partial acquiescence",1,Minor,0,Minor,USA,EUSANCT,,https://fas.org/nuke/control/mtcr/news/930826-300846.htm,https://www.govinfo.gov/content/pkg/FR-1994-11-07/html/94-27470.htm
EU_PRK_06,1830,731,20.11.2006,,,1,0,0,1,"AE, AF, TB, CE, FS, OE",NP,0,1,1,Clear ,Blank,1,Blank,0,Severe,EU – UN – USA,EUSANCT/TIES,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32006E0795&from=EN ,
UN_PRK_06,4400,731,15.07.2006,,,1,0,0,1,"DS, FS, IM, AE, CE, AF, TB, OE",NP,0,1,1,Clear ,Blank,1,Blank,1,Severe,EU – UN – USA,EUSANCT/TIES,,http://unscr.com/en/resolutions/doc/1695,
USA_PRK_03,2,731,09.09.2003,,,1,1,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2003/09/15/03-23602/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,
USA_PRK_50,2,731,28.06.1950,,,1,1,0,1,"TE, CE, FS, DS, IM, AE, AF, TB, AS, FB, OE","AC, DM, CT, WM, NP, HR",1,1,1,Ambiguous,Blank,1,Minor,1,Major,EU – UN – USA,EUSANCT/TIES/HSE,"""Muslim ban"" included, state sponsor of terrorism included",https://www.govinfo.gov/content/pkg/FR-1950-06-30/pdf/FR-1950-06-30.pdf,
USA_IND_92,2,750,11.05.1992,11.05.1994,,0,0,1,0,"FS, CE",NP,0,1,1,Clear ,Stalemate,1,Minor,0,Minor,USA,EUSANCT/TIES,sanctions expired,https://babel.hathitrust.org/cgi/pt?id=umn.31951d02928467k;view=1up;seq=4,https://babel.hathitrust.org/cgi/pt?id=umn.31951d02928467k;view=1up;seq=4
USA_IND_98,2,750,13.05.1998,22.09.2001,,0,1,0,0,"AS, IM, FS, AE",NP,0,1,1,Ambiguous,"Negotiated settlement, Target partial acquiescence",1,Minor,0,Minor,USA,EUSANCT/TIES/HSE,,https://www.govinfo.gov/content/pkg/WCPD-1998-05-18/pdf/WCPD-1998-05-18-Pg856.pdf,https://2001-2009.state.gov/r/pa/prs/ps/2001/5101.htm
ComSec_PAK_07,1240,770,22.11.2007,12.05.2008,,0,0,0,0,DS,DM,0,1,0,Clear ,Target partial acquiescence,0,Blank,0,Minor,RO,IST,,https://thecommonwealth.org/history-of-the-commonwealth/pakistan-suspended-commonwealth,http://thecommonwealth.org/history-of-the-commonwealth/pakistans-suspension-councils-commonwealth-lifted
ComSec_PAK_99,1240,770,18.10.1999,22.05.2004,,0,0,0,0,DS,DM,0,1,0,Clear ,Target partial acquiescence,0,Blank,0,Minor,USA – RO,TIES,,https://thecommonwealth.org/history-of-the-commonwealth/pakistan-suspended-councils-commonwealth,http://thecommonwealth.org/history-of-the-commonwealth/pakistan-suspension-lifted
USA_PAK_03,2,770,24.03.2003,24.03.2005,,0,0,1,0,"FS, CE, AE",NP,0,0,1,Ambiguous,Target partial acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,,https://www.govinfo.gov/content/pkg/FR-2003-04-02/pdf/FR-2003-04-02.pdf,https://2001-2009.state.gov/t/isn/c15233.htm
USA_PAK_11,2,770,10.07.2011,,,1,1,0,0,"IM, AS","CB, CT",1,0,0,Ambiguous,Blank,1,Minor,0,Major,USA,EUSANCT,,"https://www.washingtonpost.com/world/national-security/pentagon-withholds-300-million-in-military-aid-to-pakistan/2016/08/03/25845d54-5986-11e6-9aee-8075993d73a2_story.html;
https://www.politico.com/blogs/politico-now/2011/07/daley-aid-to-pakistan-paused-037344",
USA_PAK_16,2,770,03.08.2016,,,1,1,0,0,"AS, CE, AE","CT, NP",1,0,1,Ambiguous,Blank,1,Minor,0,Major,USA,IST,,https://www.reuters.com/article/us-usa-pakistan-aid/u-s-aid-to-pakistan-shrinks-amid-mounting-frustration-over-militants-idUSKCN1110AQ,
USA_PAK_90,2,770,01.10.1990,22.09.2001,,0,1,1,0,"AS, IM, AE","WMD, NP",1,1,0,Clear,"Negotiated settlement, Sender capitulation",1,Minor,0,Major,USA,EUSANCT,,https://www.usaid.gov/sites/default/files/documents/1868/faa.pdf,https://2001-2009.state.gov/r/pa/prs/ps/2001/5101.htm
USA_PAK_98,2,770,30.05.1998,22.09.2001,,0,1,0,0,"AS, IM, FS, AE",NP,0,1,1,Ambiguous,"Negotiated settlement, Target partial acquiescence",1,Minor,0,Major,USA,EUSANCT/TIES/HSE,,https://www.govinfo.gov/app/details/FR-1998-11-19/98-30877,https://2001-2009.state.gov/r/pa/prs/ps/2001/5101.htm
USA_PAK_99,2,770,15.10.1999,27.10.2001,,0,1,0,0,"AS, IM",DM,0,1,0,Clear ,Negotiated settlement,1,Minor,0,Minor,USA – RO,EUSANCT/TIES/HSE,,https://1997-2001.state.gov/regions/sa/991015_dosbrief_pakistan.html,"https://www.congress.gov/107/plaws/publ57/PLAW-107publ57.pdf;
https://www.federalregister.gov/documents/2003/03/21/03-6953/waiver-of-coup-related-sanctions-for-pakistan"
EEC_MYA_91,"1653, 1830",775,29.07.1991,,,1,1,1,1,"AE, AS, DS, TB, IM, AF","DM, HR",0,1,0,Clear ,Blank,1,Blank,0,Major,EU – USA,EUSANCT/TIES/HSE,,http://presidenza.governo.it/UCPMA/Rapporto2010/Allegato%20B.pdf,
USA_MYA_03,2,775,09.09.2003,14.09.2012,,0,1,0,1,"AS, FS",HR,0,0,0,Clear,Target partial acquiescence,1,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2003/09/15/03-23602/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,https://www.federalregister.gov/documents/2012/09/24/2012-23641/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in
USA_MYA_10,2,775,25.10.2010,28.09.2016,,0,0,0,1,"AS, AE, IM","HR, AC",0,0,0,Ambiguous,Sender capitulation,1,Minor,1,Minor,USA,IST,Child Soldiers Prevention Act,https://www.federalregister.gov/documents/2010/12/07/2010-30828/presidential-determination-with-respect-to-section-404c-of-the-child-soldiers-prevention-act-of-2008,https://www.federalregister.gov/documents/2016/10/21/2016-25685/presidential-determinations-with-respect-to-the-child-soldiers-prevention-act-of-2008
USA_MYA_18_a,2,775,09.07.2018,,,1,0,0,0,TB,Other,0,0,0,Clear ,Blank,0,Minor,0,Minor,USA,IST,,https://la.usembassy.gov/wp-content/uploads/sites/85/190507-Visa-Sanctions.pdf,
USA_MYA_18_b,2,775,28.09.2018,,,1,0,0,1,"AS, AE, IM","HR, AC",0,0,0,Ambiguous,Blank,0,Minor,1,Minor,USA,IST,Child Soldiers Prevention Act,"https://www.federalregister.gov/documents/2018/10/23/2018-23245/presidential-determination-with-respect-to-the-child-soldiers-prevention-act-of-2008;
",
USA_MYA_18_c,2,775,29.11.2018,,,1,0,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2018/12/20/2018-27696/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking,
USA_MYA_88,2,775,23.09.1988,,,1,1,1,1,"AE, AS, TB, AF, FS, CE, IM","DM, HR",1,1,0,Clear ,Blank,1,Minor,0,Severe,EU – USA,EUSANCT/TIES/HSE,New sanctions imposition in 2017. Myanmar eventually fires general after he has also been put on EU sanctions list:,"https://books.google.de/books?id=N7_vSjfIY6wC&pg=PA522&lpg=PA522&dq=In+light+of+the+current+unsettled+conditions+in+Burma,+we+are+unable+to+continue+our+assistance+programs+there+for+the+time+being&source=bl&ots=FlYdMN7PmE&sig=ACfU3U1RvQ5R36yHU4wuyFeyUt3oYxHV6w&hl=en&sa=X&ved=2ahUKEwja08GIr_HtAhVFKuwKHQfaBh4Q6AEwAnoECAEQAg#v=onepage&q=In%20light%20of%20the%20current%20unsettled%20conditions%20in%20Burma%2C%20we%20are%20unable%20to%20continue%20our%20assistance%20programs%20there%20for%20the%20time%20being&f=false;
https://www1.essex.ac.uk/armedcon/story_id/US%20Sanctions%20on%20Burma.pdf;
https://www.congress.gov/bill/100th-congress/house-bill/4637?q=%7B%22search%22%3A%5B%22appropriations+act%22%5D%7D&r=11&s=3; https://www.govinfo.gov/content/pkg/FR-1997-05-22/pdf/97-13704.pdf; https://www.congress.gov/108/plaws/publ61/PLAW-108publ61.pdf
",
USA_MYA_89,2,775,28.02.1989,14.09.2012,,0,0,0,1,"AS, FS",DT,0,0,0,Clear,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT/TIES,Drug Trafficking,https://www.presidency.ucsb.edu/documents/memorandum-certifications-for-narcotics-source-and-transit-countries,https://www.federalregister.gov/documents/2012/09/24/2012-23640/presidential-determination-on-major-illicit-drug-transit-or-major-illicit-drug-producing-countries
USA_SRI_07,2,780,26.12.2007,18.12.2015,,0,0,0,0,"AE, IM","HR, AC",0,1,0,Clear ,Target partial acquiescence,0,Minor,0,Minor,USA,EUSANCT,,"https://www.congress.gov/110/plaws/publ161/PLAW-110publ161.pdf
","https://www.congress.gov/114/plaws/publ113/PLAW-114publ113.pdf; 
https://www.lexology.com/library/detail.aspx?g=f7ae7f18-6eca-4995-ab53-584b35586a76
"
EU_NEP_05,1830,790,01.02.2005,23.06.2006,,0,0,0,0,AS,"DM, HR",0,1,0,Clear ,Target complete acquiescence,0,Blank,0,Minor,EU – USA,EUSANCT,,"https://eeas.europa.eu/sites/eeas/files/csp-nepal-2007-2013_en.pdf; 
https://www.oecd.org/derec/ec/Evaluation-of-the-Commission-of-the-European-Union-Cooperation-with-Nepal-Annexes.pdf;
http://archive.nepalitimes.com/news.php?id=231#.X-o3GWXS2FJ;",https://www.oecd.org/derec/ec/Evaluation-of-the-Commission-of-the-European-Union-Cooperation-with-Nepal-Annexes.pdf
USA_NEP_04,2,790,08.12.2004,26.12.2007,,0,0,0,0,IM,"HR, DM",1,1,0,Clear ,Target partial acquiescence,0,Minor,0,Minor,EU – USA,EUSANCT/TIES,China did increase arms exports to Nepal in November 2005,https://www.congress.gov/108/plaws/publ447/PLAW-108publ447.pdf,"Text - H.R.2764 - 110th Congress (2007-2008): Consolidated Appropriations Act, 2008 | Congress.gov | Library of Congress"
USA_THI_06,2,800,28.09.2006,06.02.2008,,0,1,0,0,"IM, AS",DM,0,1,0,Clear ,Target complete acquiescence,0,Minor,0,Minor,USA,IST,,https://2001-2009.state.gov/r/pa/prs/dpb/2006/73326.htm,https://2001-2009.state.gov/r/pa/prs/ps/2008/feb/100135.htm
USA_THI_14,2,800,23.05.2014,,,1,1,0,0,"IM, AS",DM,0,1,0,Clear ,Blank,1,Minor,0,Minor,USA,IST,,https://2009-2017.state.gov/r/pa/prs/dpb/2014/05/226459.htm,
USA_THI_91,2,800,23.02.1991,01.10.1992,,0,0,0,0,"AS, IM","HR, DM",0,1,0,Clear ,Target complete acquiescence,0,Minor,0,Minor,USA,EUSANCT/HSE,,https://www.congress.gov/bill/102nd-congress/senate-resolution/299/text?q=%7B%22search%22%3A%5B%22Thailand%22%5D%7D&r=2&s=4,https://www.congress.gov/bill/102nd-congress/senate-resolution/351/text?q=%7B%22search%22%3A%5B%22Thai%2C+coup%22%5D%7D&r=3&s=8; https://www.congress.gov/103/bills/hr2295/BILLS-103hr2295enr.pdf
EU_CAM_97,1830,811,17.07.1997,01.11.1999,,0,0,0,0,"DS, AS","DM, HR",0,1,0,Clear ,Target partial acquiescence,0,Blank,0,Minor,EU – USA,EUSANCT/TIES,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:C:1997:286:FULL&from=EN,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:1999:269:FULL&from=EN
USA_CAM_03,2,811,01.07.2003,02.08.2005,,0,0,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2005/08/09/05-15877/waiving-prohibition-on-us-military-assistance-with-respect-to-cambodia
USA_CAM_05,2,811,21.09.2005,26.09.2006,,0,0,0,1,"AS, FS",HR,0,0,0,Clear,Target partial acquiescence,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2005/09/30/05-19786/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,https://www.federalregister.gov/documents/2006/11/01/06-9027/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in
USA_CAM_17_a,2,811,13.09.2017,,,1,0,0,0,TB,Other,0,0,1,Clear ,Blank,1,Minor,0,Minor,USA,IST,Repatriation Sanctions,https://www.dhs.gov/news/2017/09/13/dhs-announces-implementation-visa-sanctions-four-countries,
USA_CAM_17_b,2,811,16.11.2017,,,1,0,0,0,"AS, AF, FS, TB","DM, HR",1,1,0,Ambiguous,Blank,1,Minor,1,Minor,USA,IST,,https://trumpwhitehouse.archives.gov/briefings-statements/statement-press-secretary-setbacks-democracy-cambodia/,
USA_CAM_75,2,811,12.04.1975,03.01.1992,,0,0,missing,missing,TE,"DM, HR",missing,1,0,missing,Target complete acquiescence,0,Minor,0,Major,USA,TIES,,https://books.google.de/books?id=epQXv23t84UC&pg=PA266&lpg=PA266&dq=US+Federal+Register+1975+trade+embargo+Cambodia&source=bl&ots=0lD7po4wQB&sig=ACfU3U0zMrPS9yCClVpFxIKksiR3HuV_6w&hl=de&sa=X&ved=2ahUKEwjdqv6B0PngAhUH16QKHZW3CzEQ6AEwBHoECBAQAQ#v=onepage&q=US%20Federal%20Register%201975%20trade%20embargo%20Cambodia&f=false; https://www.upi.com/Archives/1992/01/04/Lifting-of-US-trade-embargo-welcomed-in-Phnom-Penh/8494694501200/,http://cdn.loc.gov/service/ll/fedreg/fr057/fr057011/fr057011.pdf
USA_CAM_97,2,811,10.07.1997,27.02.2007,,0,0,1,0,"AS, FS","DM, HR",0,1,0,Clear ,Target complete acquiescence,0,Minor,0,Minor,EU – USA,EUSANCT/TIES/HSE,,"https://www.nytimes.com/1997/07/11/news/us-suspends-aid-asean-delays-admission-of-cambodia.html; 
https://www.govtrack.us/congress/bills/105/hres195/text; 
https://1997-2001.state.gov/statements/970723.html","https://yaleglobal.yale.edu/content/chinas-aid-emboldens-cambodia; 
https://2001-2009.state.gov/r/pa/ei/bgn/2732.htm"
USA_LAO_18_a,2,812,09.07.2018,,,1,0,0,0,TB,Other,0,0,0,Clear ,Blank,0,Minor,0,Minor,USA,IST,,https://la.usembassy.gov/wp-content/uploads/sites/85/190507-Visa-Sanctions.pdf,
USA_LAO_18_b,2,812,29.11.2018,,,1,0,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2018/12/20/2018-27696/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking,
USA_LAO_75,2,812,27.06.1975,12.05.1995,,0,1,0,0,"AS, DS","DM, Other",1,0,0,Ambiguous,Negotiated settlement,1,Minor,0,Major,USA,TIES,,https://www.congress.gov/bill/94th-congress/house-joint-resolution/499?q=%7B%22search%22%3A%5B%22Laos%22%5D%7D&s=7&r=4,https://www.govinfo.gov/content/pkg/FR-1995-06-07/pdf/95-13837.pdf
USA_DRV_75,2,816,30.04.1975,23.05.2016,,0,1,0,0,"AE, IM, TE, FS, FB, AS, TB, DS, AF","DM, AC, HR",1,1,1,Ambiguous,"Negotiated settlement, Target partial acquiescence",1,Minor,0,Major,USA,TIES/HSE,,https://www.govinfo.gov/content/pkg/FR-1975-05-02/pdf/FR-1975-05-02.pdf,https://obamawhitehouse.archives.gov/the-press-office/2016/05/23/remarks-president-obama-and-president-quang-vietnam-joint-press
EU_INS_99,1830,850,17.09.1999,17.01.2000,,0,0,1,0,"AE, IM",HR,0,0,0,Ambiguous,Target partial acquiescence,0,Blank,0,Minor,EU – USA,EUSANCT/TIES,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:1999:245:FULL&from=EN ,http://europa.eu/rapid/press-release_PESC-00-3_en.htm
USA_INS_92,2,850,06.10.1992,22.07.2010,,0,1,0,0,"IM, AE",HR,0,0,0,Clear ,"Negotiated settlement, Target partial acquiescence",1,Minor,0,Minor,EU – USA,EUSANCT/TIES/HSE,,https://www.congress.gov/bill/102nd-congress/house-bill/5368/text?q=%7B%22search%22%3A%5B%22Indonesia%22%5D%7D&r=11&s=3,http://archive.defense.gov/news/newsarticle.aspx?id=60118
USA_PNG_18,2,910,29.11.2018,,,1,0,0,1,AS,HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2018/12/20/2018-27696/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking,
USA_NEW_86,2,920,17.09.1986,21.09.2012,,0,1,0,0,IM,Other,0,1,0,Clear ,"Negotiated settlement, Sender capitulation",1,Minor,0,Minor,USA,TIES,,Milestones: 1945–1952 - Office of the Historian (state.gov),"U.S. lifts ban on New Zealand warships, New Zealand keeps nuclear-free stance | Reuters"
ComSec_FIJ_00,1240,950,06.06.2000,20.12.2001,,0,0,0,0,DS,DM,0,1,0,Clear ,Target complete acquiescence,0,Blank,0,Minor,EU – USA – RO,IST,,https://commonwealthoralhistories.org/commonwealth-chronology/,http://thecommonwealth.org/sites/default/files/inline/SuspensionHistory.pdf
ComSec_FIJ_06,1240,950,08.12.2006,26.09.2014,,0,0,0,0,DS,DM,0,0,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,EU – USA – RO,IST,Fiji was first suspended from the Councils of the Commonwealth (partial suspension) on 8 December 2006. It was then fully suspended (including exclusion from sport events etc.) on 1 September 2009. ,"https://www.thetimes.co.uk/article/fiji-suspended-from-commonwealth-6mcf68x9zf8;
https://commonwealthoralhistories.org/2015/fijian-coups-and-the-commonwealth/;
https://commonwealthoralhistories.org/commonwealth-chronology/","https://thecommonwealth.org/media/news/fiji-rejoins-commonwealth-full-member#:~:text=Fiji%20was%20today%20reinstated%20as,44th%20meeting%20in%20New%20York.&text=This%20meant%20that%20Fiji%20could,Government%20meetings%20and%20ministerial%20meetings."
